unique_id;date;duration;kind;day_night;national;region;type;event_name;event_link;club;map;location;coord_x;coord_y;deadline;entryportal;last_modification
12711;2024-07-25;1;foot;day;0;GL/GR;182;4. Engadiner Abend OL;https://engadinol.ch/index.php/ol-termine-2024/4-lauf-do-25-juli-2024;CO Engiadina;Maloja/Cavaloc;Maloja;773400;140525;2024-07-22;2;2024-06-18 14:46:21
12713;2024-08-03;1;foot;day;0;GL/GR;183;Jubläumslauf 20 Jahre Engadiner Abend OL;https://engadinol.ch/index.php/ol-termine-2024/5-lauf-3-august-2024;CO Engiadina;God Surlej;Surlej;782550;148750;2024-07-30;2;2024-06-18 14:46:37
12276;2024-08-03;1;foot;day;0;TI;124;Swiss O Days Robiei *abgesagt*;https://www.swiss-o-days.ch;ASTI/SOW;Robiei;Robiei;;;;0;2024-07-15 07:52:58
12277;2024-08-04;1;foot;day;0;TI;125;Swiss O Days Robiei *abgesagt*;https://www.swiss-o-days.ch;ASTI/SOW;Robiei;Robiei;;;;0;2024-07-15 07:53:56
12715;2024-08-07;1;foot;day;0;GL/GR;184;1. Davoser Abend OL;;OLG Davos;Drussetscha;Davos Wolfgang;;;;2;2024-07-03 02:13:07
11981;2024-08-08;1;foot;day;0;GL/GR;126;OriEngiadina, Etappe 1;https://www.engadinol.ch/index.php/ol-termine-2023-24/oriengiadina-2024;CO Engiadina;Oberengadin;;;;;2;2023-12-28 13:43:48
11982;2024-08-09;1;foot;day;0;GL/GR;127;OriEngiadina, Etappe 2;https://www.engadinol.ch/index.php/ol-termine-2023-24/oriengiadina-2024;CO Engiadina;Oberengadin;;;;;2;2024-08-10 01:04:27
12804;2024-08-09;1;foot;day;0;GL/GR;;OriEngiadina, Etappe 3;;CO Engiadina;Oberengadin;;;;;2;2024-08-10 01:07:31
11983;2024-08-10;1;foot;day;0;GL/GR;128;OriEngiadina, Etappe 4;https://https://www.engadinol.ch/index.php/ol-termine-2023-24/oriengiadina-2024;CO Engiadina;Oberengadin;;;;;2;2023-12-28 13:44:09
11984;2024-08-11;1;foot;day;0;GL/GR;129;OriEngiadina, Etappe 5;https://www.engadinol.ch/index.php/ol-termine-2023-24/oriengiadina-2024;CO Engiadina;Oberengadin;;;;;2;2023-12-28 13:44:17
12272;2024-08-14;1;foot;day;0;NWS;130;Baselbieter Sommer-OL;https://www.olv-baselland.ch/wettkaempfe/baselbieter-sommer-ol;OLV Baselland;Blomd;;620275;253575;2024-08-11;5;2024-06-03 18:54:10
12539;2024-08-14;1;foot;day;0;BE/SO;131;4. Berner Abendlauf 2024;https://www.olgbern.ch/wettkaempfe/berner_abendlaeufe_2024;OLG Bern;Dentenberg;;605250;198325;;0;2024-03-25 20:28:42
12716;2024-08-14;1;foot;day;0;GL/GR;185;2. Davoser Abend OL;;OLG Davos;Mattawald ;Davos Dorf;;;;2;2024-07-03 02:13:10
12533;2024-08-15;1;foot;day;0;BE/SO;132;4. Lauf impOLs-Cup 2024;https://olghuttwil.ch/;OLG Huttwil;Rotwald;;;;;2;2024-06-14 01:08:50
12301;2024-08-16;1;foot;day;0;AG;133M;Aargauer 3-Tage-OL Etappe 1;https://www.3days.ch/;OLG Suhr;Telli;Buchs AG;648175;249375;2024-08-05;2;2024-08-04 12:23:03
12632;2024-08-16;1;foot;day;0;NOS;171;7. Lauf Öpfel-Trophy;https://oepfel-trophy.ch/wp-content/uploads/2024/02/OeT-Ausschreibung-Pfyn-2024.pdf.pdf;thurgorienta;Pfyn;;713975;272825;;2;2024-05-29 20:21:57
12304;2024-08-17;1;foot;day;0;AG;134M;Aargauer 3-Tage-OL Etappe 2;https://www.3days.ch;OLG Suhr;Rütihof Nord;Buchs AG;648175;249375;2024-08-05;2;2024-05-08 01:18:58
12141;2024-08-17;1;foot;day;0;SR;136;49. SIMM Swiss International Mountain Marathon;https://www.mountainmarathon.ch;SIMM;Valais;Valais;602900;128500;2024-07-29;3;2024-08-19 23:43:28
12255;2024-08-18;1;foot;day;0;ZH/SH;*31;50. Schaffhauser OL;https://www.olgsh.ch/veranstaltungen_uebersich/schaffhauser-ol/;OLG Schaffhausen;Eschheimertal;;688625;282325;2024-08-14;2;2024-08-14 15:25:11
12302;2024-08-18;1;foot;day;0;AG;135M;Aargauer 3-Tage-OL Etappe 3;https://www.3days.ch;OLG Suhr;Suhrhard;Buchs AG;648175;249375;2024-08-05;2;2024-05-08 01:19:00
12146;2024-08-18;1;foot;day;0;SR;136;49. SIMM Swiss International Mountain Marathon;https://www.mountainmarathon.ch;SIMM;Valais;Valais;602900;128500;2024-07-29;3;2023-12-28 13:46:03
12273;2024-08-20;1;foot;day;0;NWS;137;Basler Sommer-OL;https://olg-basel.ch/wp-content/uploads/2023/12/Ausschreibung_BaslerSommerOL2024.pdf;OLG Basel;Bürenflue;;;;2024-08-18;5;2024-08-16 01:30:49
12540;2024-08-21;1;foot;day;0;BE/SO;138;5. Berner Abendlauf 2024;https://olregioburgdorf.ch/;OL Regio Burgdorf;Urtenen-Schönbühl;;;;;0;2023-12-28 14:16:03
12717;2024-08-21;1;foot;day;0;GL/GR;186;3. Davoser Abend OL;;OLG Davos;Flüelapass;oberes Wägerhus;;;;2;2024-07-03 02:13:11
12534;2024-08-22;1;foot;day;0;BE/SO;139;5. Lauf impOLs-Cup 2024;https://www.olgherzogenbuchsee.ch/;OLG Herzogenbuchsee;Oberwald;;621050;226325;2024-08-20;2;2024-08-10 03:12:18
12633;2024-08-23;1;foot;day;0;NOS;172;8. Lauf Öpfel-Trophy;https://oepfel-trophy.ch/wp-content/uploads/2024/01/OeT-Ausschreibung-Bichelsee-2024.pdf;OL Regio Wil;Bichelsee;;711875;256350;;2;2024-05-29 20:21:58
12479;2024-08-24;1;bike;day;0;BE/SO;SC306;6. Biberister Bike-OL, SM-Langdistanz;https://entry.picoevents.ch/events.php?recordID=2112;OLG Biberist SO;Buechhof-Altisberg;Biberist;609100;225350;;2;2024-08-19 10:38:34
12009;2024-08-25;1;foot;day;0;ZH/SH;403S;Nationale OL Fünferstaffel;https://kapreolo.ch/id-5er-staffel.html;OLC Kapreolo;Egg-Platten Wehntal;;673600;262250;2024-08-12;2;2024-08-19 00:56:19
12338;2024-08-28;1;foot;day;0;AG;140;Wiggertaler Abend OL (ASJM-Lauf);https://olkw.ch/index.php/anlaesse/asjm-lauf-mittwoch-28-8-24;OLK Wiggertal;Ramoos;;636550;236725;2024-08-27;5;2024-06-14 01:10:10
12471;2024-08-28;1;foot;day;0;TI;141;3. Fragori Paradiso;https://asti-ticino.ch/co/program/info/2024/fragori3.pdf;CO AGET Lugano;Paradiso;;;;2024-08-23;5;2024-07-29 15:37:49
12541;2024-08-28;1;foot;day;0;BE/SO;142;6. Berner Abendlauf 2024;https://olregioburgdorf.ch/;OL Regio Burgdorf;Bäriswil;;607700;207550;;2;2024-08-28 00:29:44
12719;2024-08-28;1;foot;day;0;GL/GR;187;4. Davoser Abend OL;;OLG Davos;Laret;Davos Laret;;;;2;2024-07-03 02:13:13
12657;2024-08-28;1;foot;day;0;ZH/SH;173;5. Milchsuppe-Abend-OL 2024;https://www.olv-zug.ch/sites/default/files/veranstaltungen/Milchsuppe%20OL%2028.8.2024%20-%20Weisungen.pdf;OLV  Zug;Schneitwald;;687375;223150;;0;2024-07-17 00:20:04
12535;2024-08-29;1;foot;day;0;BE/SO;143;6. Lauf impOLs-Cup 2024;https://www.olregioolten.ch/intern/doc.php?id=825&.pdf;OL Regio Olten;Bannwald;;634750;244850;;2;2024-08-16 01:30:43
12634;2024-08-30;1;foot;day;0;NOS;174;9. Lauf Öpfel-Trophy;https://oepfel-trophy.ch/wp-content/uploads/2024/05/OeT-Ausschreibung-Amriswil-2024.pdf;OL Amriswil;Amriswil;;741000;267550;;2;2024-05-29 20:22:00
11928;2024-08-31;1;foot;day;0;TI;140;Weekend CO Mesolcina - Sprint-Cup;https://asti-ticino.ch/co/program/info/2024/10tmo.pdf;SCOM Mendrisio;Soazza;;737475;136125;2024-08-25;5;2024-05-25 00:45:24
12031;2024-08-31;1;bike;day;0;NWS;SC307;LaThi Bike-OL;https://entry.picoevents.ch/events.php?recordID=2140;OLG Laufental-Thierstein;Brislachallmet - Himmelried – Seewen;Brislach;608000;251950;2024-08-25;2;2024-07-15 11:20:13
12314;2024-09-01;1;foot;day;0;ZH/SH;404T;83. Zürcher OL;https://www.zuerchersportfest.ch/;OL Zimmerberg;Thalwil;;;;2024-08-21;5;2024-08-09 02:22:22
11929;2024-09-01;1;foot;day;0;TI;141;Weekend CO Mesolcina - 10. TMO Long;https://asti-ticino.ch/co/program/info/2024/10tmo.pdf;SCOM Mendrisio;San Bernardino;;734650;146875;2024-08-25;5;2024-05-25 00:45:24
12668;2024-09-01;1;foot;day;0;SR;175;CO Populaire Vaumarcus;https://www.colj.ch;CO Lausanne-Jorat;Bois de Seyte;Vaumarcus;545875;191625;2024-08-30;2;2024-08-29 00:11:20
12635;2024-09-06;1;foot;day;0;NOS;176;10. Lauf Öpfel-Trophy;https://oepfel-trophy.ch/wp-content/uploads/2024/01/Ausschreibung-Maerstetten-2024.pdf;thurgorienta;Märstetten;;722275;272400;;2;2024-05-29 20:22:02
12299;2024-09-07;1;foot;day;0;NOS;*33;Toggenburger OL-Weekend/ 48. Oberthurgauer OL;https://www.ol-amriswil.ch/termine/ausschreibungen/48-ot-ol2;OL Amriswil;Laui Thurwies;;742275;231250;;2;2024-08-10 03:11:18
12371;2024-09-08;1;foot;day;0;SR;*35;36. CO de la Riviera;https://www.care-vevey-orientation.ch/clubdesk/fileservlet?type=file&id=1000929;CARE Vevey;Moiry Mont-la-Ville;Moiry;524250;167000;2024-09-02;2;2024-09-09 02:06:59
12472;2024-09-08;1;foot;day;0;TI;144;11. TMO ASCO Passo della Novena;https://asti-ticino.ch/co/program/info/2024/11tmo.pdf;ASCO Lugano;Passo della Novena;;;;2024-09-01;5;2024-07-29 00:09:50
12229;2024-09-08;1;foot;day;0;NOS;*34;Toggenburger OL-Weekend/ 47. Zürcher Oberländer OL;https://olgstaefa.ch/?page_id=39447;OLG Stäfa;Selamatt;Zinggen-Selamatt;740957;226800;;2;2024-09-09 11:10:28
12316;2024-09-14;1;foot;day;0;ZH/SH;*36;55. Welsiker OL;https://www.welsikon.ch;OLG Welsikon;Schneitberg;Hagenbuch;708975;264075;;2;2024-09-13 19:37:21
12391;2024-09-14;1;foot;day;0;SR;405S;34. Harzer-Staffel;https://www.omstrom.ch;OLC Omström Sense;Schönenboden-Geissalp;;592025;168500;2024-09-09;2;2024-09-09 22:52:09
11967;2024-09-14;1;foot;day;0;SR;S;Jugendcup Staffel;https://www.omstrom.ch;OLC Omström Sense;Schönenboden-Geissalp;;;;;2;2024-03-16 01:53:55
12796;2024-09-14;1;foot;day;0;TI;;Swiss O Days Robiei 1 *abgesagt*;https://www.swiss-o-days.ch;ASTI/SOW;Robiei;Robiei;;;;0;2024-08-23 10:06:54
11968;2024-09-15;1;foot;day;0;SR;*37;Jugendcup Einzellauf;http://www.teddies.ch/ca-rose;CA Rosé;Schönenboden-Geissalp;;;;;2;2024-03-16 01:53:57
12504;2024-09-15;1;foot;day;0;SR;*50;64. CO du CA Rosé;http://www.teddies.ch/ca-rose;CA Rosé;Schönenboden-Geissalp;;592025;168550;2024-09-09;2;2024-09-09 22:52:16
12797;2024-09-15;1;foot;day;0;TI;;Swiss O Days Robiei 2 *abgesagt*;https://www.swiss-o-days.ch;ASTI/SOW;Robiei;Robiei;;;;0;2024-08-23 10:07:22
12677;2024-09-18;1;foot;day;0;GL/GR;179;21. Städtli OL Weesen;https://www.compass-zos.ch/dokumente/Ausschreibung-2024_Staedtli-OL_Weesen.pdf;Männerturnverein Weesen;Städtli Weesen;Weesen;725400;221625;;0;2024-09-15 20:57:17
12386;2024-09-21;1;foot;day;0;SR;*38;52. Urseller OL;https://www.olnorska.ch/weekend2024/;ol norska;Bettmeralp Dorf;Bettmeralp;648050;138075;2024-09-09;5;2024-09-12 00:56:17
12134;2024-09-22;1;foot;day;1;SR;LOM;Schweizermeisterschaft Langdistanz OL ;https://www.olnorska.ch/weekend2024/;ol norska;Bettmeralp;;648050;138075;2024-09-09;5;2024-09-12 00:56:15
11969;2024-09-28;1;foot;day;1;ZS;**A;7. Nationaler OL Mitteldistanz;https://www.urschwyzer-ol.ch/;OLG Goldau / OLG KTV Altdorf;Axenstein;;689250;205900;2024-09-16;5;2024-06-09 21:51:38
11971;2024-09-29;1;foot;day;1;ZS;**A;8. Nationaler OL Langdistanz;https://www.urschwyzer-ol.ch/;OLG Goldau / OLG KTV Altdorf;Stoos;;693300;203700;2024-09-16;5;2024-06-09 21:51:49
12505;2024-10-02;1;foot;day;0;SR;;19. Freiburger sCOOL-Cup;https://www.folv.ch/index.php/de/;FOLV;Alterswil;Alterswil;;;;0;2024-06-18 14:42:57
12039;2024-10-05;1;foot;day;0;SR;145;Swiss O Days Champex-Lac;https://www.swiss-o-days.ch;CO Valais/SOW;Lac de Champex;Col de Champex;574325;97800;2024-09-30;6;2024-09-14 20:31:38
12089;2024-10-05;1;foot;day;0;NOS;*32;12. thurgorienta OL;https://thurgorienta.ch/wp-content/uploads/2024/09/thurgorienta-OL-2024-Ausschreibung.pdf;thurgorienta;Seerücken West;;718300;278150;2024-10-04;2;2024-09-14 20:32:00
12043;2024-10-06;1;foot;day;0;SR;146;Swiss O Days Champex-Lac;https://www.swiss-o-days.ch;CO Valais/SOW;Val d'Arpette;Col de Champex;574325;97800;2024-09-30;6;2024-09-14 20:31:40
12040;2024-10-06;1;foot;day;0;SR;147;Swiss O Days Champex-Lac;https://www.swiss-o-days.ch;CO Valais/SOW;Val de Champey;Col de Champex;574325;97800;2024-09-30;6;2024-09-14 20:31:42
12473;2024-10-06;1;foot;day;0;TI;*148;12. TMO CTCO O-92 Long Campra;https://asti-ticino.ch/co/program/info/2024/12tmo.pdf;O-92 Piano di Magadino;Campra;;;;2024-09-29;5;2024-09-14 07:44:34
12041;2024-10-07;1;foot;day;0;SR;149;Swiss O Days Champex-Lac;https://www.swiss-o-days.ch;CO Valais/SOW;Val Ferret;La Fouly;573400;87125;;6;2024-09-14 20:31:45
12026;2024-10-12;1;foot;night;0;BE/SO;*39;Hondricher Nacht OL;https://www.olg-hondrich.ch/;OLG Hondrich;Seeholzwald;Aeschi b. Spiez;619700;167450;;2;2024-09-19 02:02:37
12605;2024-10-12;1;foot;day;0;SR;*51;Week-End Romand;https://club-orientation-wp.web.cern.ch/wp-content/uploads/2024/10/annonce_MD_121024_V1.pdf;COC Genève;La Givrine Nord;La Givrine;498100;145700;2024-10-09;2;2024-10-06 20:24:38
12497;2024-10-12;1;bike;day;0;BE/SO;SC308;Bike-OL Magglingen Mitteldistanz;https://events.picoevents.ch/docs/jahr24/AUS_BikeOMagglingen.pdf;ol.biel.seeland, Bike-O Kader;Magglingen;Alte Sporthalle Magglingen;582525;220727;;2;2024-08-27 09:56:15
12027;2024-10-13;1;foot;day;0;BE/SO;*40;51. Hondricher OL;https://www.olg-hondrich.ch/;OLG Hondrich;Seeholzwald;Aeschi b. Spiez;619700;167450;;2;2023-10-23 16:20:50
12606;2024-10-13;1;foot;day;0;SR;*52;Week-End Romand;https://club-orientation-wp.web.cern.ch/wp-content/uploads/2024/10/annonce_LD_131024_V1.pdf;COC Genève;La Givrine-Combe Grasse;La Givrine;498100;145700;2024-10-09;2;2024-10-06 22:39:15
11973;2024-10-19;1;foot;day;1;BE/SO;NOM;Schweizermeisterschaft Nacht OL;https://nom2024.bucheggbergerol.ch/gallery/dt_v10_Ausschreibung_NOM_2024_v10.pdf;Bucheggberger Orientierungsläufer;Buchster Weid;;624825;239600;2024-10-07;5;2024-08-10 03:12:09
12274;2024-10-20;1;foot;day;0;NWS;*44;Oristaler-OL;https://www.kakowa.ch;OLG Kakowa;Schleifenberg;;621775;260550;2024-10-14;5;2024-09-30 18:50:55
12171;2024-10-20;1;foot;day;0;BE/SO;*43;63. Hindelbanker OL;https://olregioburgdorf.ch/;OL Regio Burgdorf;Bütikofen Süd;Burgdorf;614625;211725;;2;2024-08-30 10:50:23
12110;2024-10-20;1;foot;day;0;NOS;*41;68. Wiler OL;https://olregiowil.ch/kalender/eventdetail/1070/14/wiler-ol;OL Regio Wil;Hochwacht;;;;;0;2023-12-06 20:45:40
12474;2024-10-20;1;foot;day;0;TI;150;13. TMO GOLD Middle Corzoneso;https://asti-ticino.ch/co/program/info/2024/13tmo.pdf;GOLD Savosa;Corzoneso;;714925;145025;2024-10-13;5;2024-08-18 16:37:04
12153;2024-10-20;1;foot;day;0;AG;*42;Zurzacher OL;https://zurzacher-ol.ch;Cordoba OLC;Geissberg;Remigen;656725;263025;2024-10-18;2;2024-09-13 17:19:31
12214;2024-10-26;1;foot;day;0;BE/SO;*46;42. Langenthaler OL;https://drive.google.com/file/d/1I1sqSAzoK9GgngUc4kRbVc7-9iB0j4ZE/view?usp=sharing;OLV Langenthal;Langenthal-Hard;Langenthal;;;;0;2024-10-02 01:45:48
12226;2024-10-26;1;foot;day;0;AG;*45;bussola ol (Schlusslauf ASJM);https://bussola-ok.ch/wettkaempfe;bussola ok;Wagenrain;Fischbach-Göslikon;665500;246850;2024-10-21;2;2024-08-16 01:31:28
12601;2024-10-26;1;foot;day;0;GL/GR;153;Schlusslauf Jugendmeisterschaft GR/GL;https://www.olg-chur.ch/?view=article&id=1874&catid=14;OLG Chur;Scharmoin;;;;2024-10-21;2;2024-09-03 23:40:23
12545;2024-10-26;1;foot;day;0;ZS;152;78. Zuger OL /Schlusslauf ZJOM;https://www.olv-zug.ch/sites/default/files/veranstaltungen/Auschreibung_Zuger%20OL_20240911.pdf;OLV  Zug;Hagendorn;Hagendornt;675500;228325;2024-10-22;5;2024-09-14 17:26:49
12489;2024-10-26;1;bike;day;0;NOS;SC308;Ostschweizer Bike-OL - Schlusslauf Swiss-Cup;https://events.picoevents.ch/docs/jahr24/AUS_Ostschweizer_Bike-OL_2024.pdf;thurgorienta;Ermatingen/Salenstein ;Ermatingen;723533;280991;;0;2024-08-19 10:39:00
12275;2024-10-26;1;foot;day;0;NWS;151;OL Galoppen;https://www.rolv-nws.ch/ol-galoppen-ausschreibung/;ROLV NWS Nachwuchskader;Chienberg;;605725;249825;2024-10-21;5;2024-10-11 01:21:54
12137;2024-10-27;1;foot;day;0;NWS;406T;72. Baselbieter Team-OL;https://ol-events.ch/races/523;Sportamt Baselland;Kei-Tiersteinberg;;;;2024-10-14;5;2024-08-04 12:23:00
12419;2024-10-27;1;foot;day;0;ZH/SH;*53;46. Pfäffiker OL / JOM-Schlusslauf;https://olg-pfaeffikon.ch/files/News/2024/Pfaeffiker_OL/Ausschreibung_PfOL_2024.pdf#zoom=80;OLG Pfäffikon;Stoffel/Rosinli;Bäretswil;704725;246925;2024-10-21;2;2024-09-09 22:52:05
12258;2024-10-27;1;foot;day;0;NOS;*47;74. St.Galler OL;http://www.olgsga.ch/wp-content/uploads/Ausschreibung-St.Galler_OL_2024.pdf;OLG St.Gallen/Appenzell ;Neuchlen;;739700;253975;2024-10-24;2;2024-06-04 11:45:51
12172;2024-10-27;1;foot;day;0;BE/SO;407T;81. Berner Team OL;https://bernerteamol.ch/;OLG Skandia / BOLV;Chapf-Eggiwil;SH Eggiwil;627325;191775;;2;2024-07-13 10:48:47
12669;2024-11-02;1;foot;day;0;SR;178;CO Populaire Grandes Roches;https://www.colj.ch;CO Lausanne-Jorat;Les Grandes Roches;Le Chenit;;;;0;2024-02-28 10:42:58
12218;2024-11-02;1;foot;day;0;BE/SO;;Präsidiumskonferenz;;Swiss Orienteering;Olten;;;;;0;2024-09-10 15:29:53
11975;2024-11-03;1;foot;day;1;AG;TOM;Schweizermeisterschaft Team OL;https://www.dropbox.com/scl/fi/0ne9zs9qxz9vzjuwnrlgf/TOM24-Ausschreibung.pdf?rlkey=erqbqbs0u0da3gbdfozbwukb8&e=1&st=khp116bk&dl=0;OLK Argus;Liebegg Süd;;654375;244050;2024-10-21;5;2024-07-11 13:53:45
12220;2024-11-09;1;foot;day;0;BE/SO;;O-Fest;;Swiss Orienteering;Münsingen;;;;;0;2024-05-15 15:17:34
12222;2024-11-15;1;foot;day;0;ZS;;Zentralkurs;;Swiss Orienteering;Nottwil;;;;;0;2024-09-10 15:28:07
12221;2024-11-16;1;foot;day;0;ZS;;Zentralkurs;;Swiss Orienteering;Nottwil;;;;;0;2024-09-10 15:28:27
12610;2024-11-17;1;foot;day;0;SR;154;100. CO Populaire CARE-Vevey;https://www.care-vevey-orientation.ch/100eme/accueil;CARE-Vevey Orientation;Vevey - Mont-Pèlerin;Vevey;553625;146400;2024-11-14;2;2024-10-12 02:40:10
12224;2024-11-23;1;foot;day;0;AG;;Veranstalter-Tagung;https://www.swiss-orienteering.ch/de/wettkaempfe/veranstalter/veranstaltertagung.html;Swiss Orienteering;Aarau;;635450;244225;;0;2024-10-04 09:56:18
12768;2024-12-07;1;foot;day;0;ZS;;18. Zuger Samichlaus OL;https://www.olv-zug.ch/sites/default/files/veranstaltungen/Ausschreibung%202024.pdf;OLV  Zug;Steinhauserwald;;679900;228950;;0;2024-09-16 00:22:31
