unique_id;date;duration;kind;day_night;national;region;type;event_name;event_link;club;map;location;coord_x;coord_y;deadline;entryportal;last_modification
12105;03.03.2023;1;foot;night;0;AG;S;Argus Nachtstaffel;;OLK Argus;Rietenberg;;;;;2;11.01.2023 19:40
11617;04.03.2023;1;foot;day;0;;;Delegiertenversammlung;;Swiss Orienteering;Baden;;;;;0;30.05.2022 07:51
11827;05.03.2023;1;foot;day;0;NOS;*4;73. St. Galler OL;https://www.olgsga.ch/wp-content/uploads/St_Galler_OL_2023_Ausschreibung.pdf;OLG St. Gallen/ Appenzell;Rorschacherberg;;755650;259850;02.03.2023;2;07.01.2023 02:05
11876;05.03.2023;1;foot;day;0;BE/SO;*5;52. Berner Einzel OL;https://www.olgbern.ch;OLG Bern;Dentenberg;SH Rüfenacht;607750;197825;;2;11.01.2023 19:40
11724;05.03.2023;1;foot;day;0;AG;*6;Suhrentaler OL;http://www.olg-suhr.ch/index.php/wettkaempfe/suhrentaler-ol;OLG Suhr;Lenzhard;Rupperswil;651950;250200;01.03.2023;2;06.01.2023 11:15
11912;05.03.2023;1;foot;day;0;TI;105;1. Sprint-Cup GOV;http://www.asti-ticino.ch/co/;GOV Vallemaggia;Intragna;;;;;3;08.12.2022 17:03
11805;11.03.2023;1;foot;day;0;ZH/SH;*7;44. Säuliämtler OL;;OLG Säuliamt;Wolserholz;Obfelden;;;;0;08.12.2022 16:23
11811;11.03.2023;1;foot;day;0;NWS;*8;Basler Einzel-OL;https://olg-basel.ch/events/event/basler-einzel-ol/;OLG Basel;Bad Schauenburg;;617100;258375;05.03.2023;5;31.12.2022 01:02
11863;11.03.2023;1;foot;night;0;BE/SO;*9;Burgdorfer Nacht OL;https://olregioburgdorf.ch  ;OL Regio Burgdorf;Grauholz-Schönbühl;Bäriswil;;;;0;08.12.2022 16:23
11913;12.03.2023;1;foot;day;0;TI;106;1. TMO GOLD Novaggio;http://www.asti-ticino.ch/co/;GOLD Savosa;Novaggio;;;;05.03.2023;5;08.12.2022 17:03
11759;12.03.2023;1;foot;day;0;BE/SO;*10;67. Bucheggberger OL;https://www.bucheggbergerol.ch;Bucheggberger OL;Lerchenberg West;Lüterkofen;605325;223400;;0;08.12.2022 16:23
11723;12.03.2023;1;foot;day;0;AG;107;Badener OL;https://www.olgcordoba.ch/index.php/badener-ol/;Cordoba OLC;Geissenschachen-Brugg;Brugg;657515;259618;10.03.2023;2;10.01.2023 00:32
11455;18.03.2023;1;foot;day;1;ZH/SH;**A;1. Nationaler OL Mitteldistanz;https://ol2w.ch;OLG Welsikon;Hegiberg;;697900;261250;;5;30.12.2022 19:56
11456;19.03.2023;1;foot;day;1;ZH/SH;**A;2. Nationaler OL Langdistanz;https://ol2w.ch;OLC Winterthur;Eschenberg;;697900;261250;06.03.2023;5;14.12.2022 02:00
11458;25.03.2023;1;foot;night;1;BE/SO;NOM;Nacht OL Schweizermeisterschaft;https://www.olbielseeland.ch/ol-biel-seeland/wettkaempfe/nom-2023/;ol.biel.seeland;Malleray-Bévillard;;583850;230950;;1;24.11.2022 02:25
11854;26.03.2023;1;foot;day;0;ZS;*11;50. Luzerner OL;https://www.olv-luzern.ch;OLV Luzern;Willbrig;Willisau;642010;218584;;0;08.12.2022 16:24
11861;26.03.2023;1;foot;day;0;BE/SO;*12;61. Oberwiler OL;https://www.olgoberwil.ch/;OLG Oberwil;Chalchgraben;;592600;217125;;0;08.12.2022 16:24
11914;26.03.2023;1;foot;day;0;TI;108;2. TMO O-92 Curzutt;http://www.asti-ticino.ch/co/;O-92 Piano di Magadino;Curzutt;;;;19.03.2023;5;08.12.2022 17:03
11916;31.03.2023;1;foot;day;0;TI;109;2. Sprint-Cup SCOM;http://www.asti-ticino.ch/co/;SCOM Mendrisio;Mendrisio;;;;;3;08.12.2022 17:03
11459;01.04.2023;1;foot;day;1;BE/SO;**A;3. Nationaler OL Mitteldistanz;https://so-ol-weekend.ch/de;OLG Biberist Solothurn;Martinsflue;;607475;229350;20.03.2023;1;07.01.2023 02:04
11460;02.04.2023;1;foot;day;1;BE/SO;**A;4. Nationaler OL Langdistanz;https://so-ol-weekend.ch/de;OL Regio Olten;Roggen;;619075;240350;20.03.2023;1;13.11.2022 23:57
11828;10.04.2023;1;foot;day;0;NOS;*13;69. Amriswiler OL;;OL Amriswil;Stadt Romanshorn;;;;;0;08.12.2022 16:24
11885;10.04.2023;1;foot;day;0;BE/SO;*14;41. Langenthaler OL;https://www.olv-langenthal.ch/;OLV Langenthal;Muniberg;SH Wynau;;;;0;08.12.2022 16:24
11799;16.04.2023;1;foot;day;0;ZH/SH;*15;41. Bülacher OL;;OLK Rafzerfeld-Bülach;Dielsdorf;Dielsdorf;676625;259450;;2;15.01.2023 23:40
11761;16.04.2023;1;foot;day;0;BE/SO;*16;67. Huttwiler OL;https://www.olghuttwil.ch;OLG Huttwil;Bergwald;Walterswil;625750;218075;;0;08.12.2022 16:24
